identifier,type,same_as,diary,page
https://mbdiaries.itatti.harvard.edu/annotation/b7273bec-47b3-4269-be50-bf2b3803c8f9/body,place,"['https://www.wikidata.org/wiki/Q51175', 'https://www.geonames.org/6458734']",1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/3e8cfc52-d2a0-434c-ae25-7b5b48d506ec/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/d506ced1-3ab3-4132-b1a8-2c70d0ed574b/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,date,['1894-04-07T00:00:00+00:00'],1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/40f05ead-d7f2-4341-9449-a3e35d46867d/body,place,"['https://www.wikidata.org/wiki/Q3890431', 'https://www.geonames.org/9283743']",1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,date,['1894-04-07T00:00:00+00:00'],1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,date,['1894-04-07T00:00:00+00:00'],1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/5830650b-213d-4e7b-9fa6-880d07ecc56e/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,date,['1894-04-07T00:00:00+00:00'],1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,date,['1894-04-07T00:00:00+00:00'],1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,date,['1894-04-07T00:00:00+00:00'],1894-95,39
https://mbdiaries.itatti.harvard.edu/annotation/cf705a98-4170-4e0a-afd6-72796c76435c/body,date,['1894-04-10T00:00:00+00:00'],1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/496baee2-b7d0-4051-8bab-b8666e91ef30/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/bcd35863-7f5e-483a-b37e-e4428e0791b1/body,date,['1894-04-09T00:00:00+00:00'],1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/bfe460fd-e005-4f23-a939-462a1e32e521/body,place,"['https://www.wikidata.org/wiki/Q3637357', 'https://www.geonames.org/3182040']",1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/3a610a82-1038-4ea4-934a-7fce250687dc/body,date,['1894-04-08T00:00:00+00:00'],1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/58f27a11-fb48-48db-9b2f-37cdf634225e/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/496baee2-b7d0-4051-8bab-b8666e91ef30/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/3a610a82-1038-4ea4-934a-7fce250687dc/body,date,['1894-04-08T00:00:00+00:00'],1894-95,40
https://mbdiaries.itatti.harvard.edu/annotation/263617ec-129d-48bd-aa3a-18dc174c0763/body,place,"['https://www.wikidata.org/wiki/Q1156329', 'https://www.geonames.org/6542134']",1894-95,41
https://mbdiaries.itatti.harvard.edu/annotation/d252d050-320f-459f-b584-fb492f1c128a/body,date,['1894-00-00T00:00:00.000Z'],1894-95,41
https://mbdiaries.itatti.harvard.edu/annotation/47b53cf1-d196-4749-820c-d29d003a101a/body,place,"['https://www.wikidata.org/wiki/Q3797707', 'https://www.geonames.org/3175524']",1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/88b121d6-2822-42c1-a689-b7f9bd66a644/body,place,"['https://www.wikidata.org/wiki/Q51252', 'https://www.geonames.org/6295660']",1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/148ce615-ef56-4b46-8294-18aed5286fff/body,date,['1894-04-11T00:00:00+00:00'],1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/e497dce9-05c4-44d4-a843-c3c8b0fdff76/body,date,['1894-04-13T00:00:00+00:00'],1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/7bfb3623-42af-456e-a140-212882397e77/body,place,"['https://www.wikidata.org/wiki/Q3795690', 'https://www.geonames.org/3174284']",1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/d741e041-06b0-4e38-b8d3-e0a7df29b1cf/body,place,"['https://www.wikidata.org/wiki/Q1128897', 'https://www.geonames.org/3173435']",1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/148ce615-ef56-4b46-8294-18aed5286fff/body,date,['1894-04-11T00:00:00+00:00'],1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/e497dce9-05c4-44d4-a843-c3c8b0fdff76/body,date,['1894-04-13T00:00:00+00:00'],1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/3a947aff-aa5c-46f5-966c-733c40ec91d2/body,place,"['https://www.wikidata.org/wiki/Q3841650', 'https://www.geonames.org/3174659']",1894-95,42
https://mbdiaries.itatti.harvard.edu/annotation/87e7c745-5709-451e-8c92-063a0d86a4db/body,date,['1894-04-15T00:00:00+00:00'],1894-95,43
https://mbdiaries.itatti.harvard.edu/annotation/31d1022c-0a4f-4799-a7b3-463b39297c08/body,place,"['https://www.wikidata.org/wiki/Q18487093', 'https://www.geonames.org/9032176']",1894-95,43
https://mbdiaries.itatti.harvard.edu/annotation/e2cf5ac9-2983-4af3-b811-0666d36b84d8/body,place,"['https://www.wikidata.org/wiki/Q18487093', 'https://www.geonames.org/9032176']",1894-95,43
https://mbdiaries.itatti.harvard.edu/annotation/653217dd-332c-4753-8ef0-cfe1cc17b688/body,date,['1894-04-14T00:00:00+00:00'],1894-95,43
https://mbdiaries.itatti.harvard.edu/annotation/3f14b63c-074c-4ad6-9ebd-cf96cd1ae9ca/body,date,['1894-04-18T00:00:00+00:00'],1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/2038e838-cf59-4dce-b227-dc842c6234b8/body,date,['1894-04-17T00:00:00+00:00'],1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/bb2c9b0a-aa2a-44c5-978a-a6b88d7ddbd8/body,place,"['https://www.wikidata.org/wiki/Q13377', 'https://www.geonames.org/3169921']",1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/09f2adb0-3809-43b9-92f0-378e4653a6a7/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/f8379fdc-026d-4f0e-a116-fab5c9f5a30e/body,date,['1894-04-19T00:00:00+00:00'],1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/0e39980f-24a5-40bc-93ee-7d07b567fbda/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/3f14b63c-074c-4ad6-9ebd-cf96cd1ae9ca/body,date,['1894-04-18T00:00:00+00:00'],1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/0a353643-04cd-4aeb-af18-dc9732cf9b3c/body,place,"['https://www.wikidata.org/wiki/Q82869', 'https://www.geonames.org/3166540']",1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/fce7fc9f-b440-4f83-821f-aea133d12e7f/body,date,['1894-04-16T00:00:00+00:00'],1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/6f8d8603-a688-4576-b72c-ce18d8b10ea3/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/690542cf-702e-4b66-bb34-cdf2e8e9cb8f/body,place,"['https://www.wikidata.org/wiki/Q20387', 'https://www.geonames.org/3170487']",1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/3f14b63c-074c-4ad6-9ebd-cf96cd1ae9ca/body,date,['1894-04-18T00:00:00+00:00'],1894-95,44
https://mbdiaries.itatti.harvard.edu/annotation/71a4fcd4-0369-4b42-a322-f7628ff4e6b3/body,date,['1894-04-21T00:00:00+00:00'],1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/58700683-4a42-4ed0-b175-a4d4ad2a78d9/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/ac7998d3-628c-4cf3-a9d9-a97e8b8b8210/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/121c57fd-d5b8-479c-8e3f-3b2599ecbf30/body,date,['1894-04-20T00:00:00+00:00'],1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/c11d35d7-2dda-4c8e-b627-bbabf8d36b71/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/9319f0f2-a317-48b2-8bf1-f3ec41b347ad/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/71a4fcd4-0369-4b42-a322-f7628ff4e6b3/body,date,['1894-04-21T00:00:00+00:00'],1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/121c57fd-d5b8-479c-8e3f-3b2599ecbf30/body,date,['1894-04-20T00:00:00+00:00'],1894-95,46
https://mbdiaries.itatti.harvard.edu/annotation/b5a2c17a-0d66-496e-8b50-b1c72e9bdb74/body,date,['1894-04-22T00:00:00+00:00'],1894-95,47
https://mbdiaries.itatti.harvard.edu/annotation/cd4aa1f4-4ef0-42b8-9e95-48ef70a0a433/body,place,"['https://www.wikidata.org/wiki/Q15076422', 'https://www.geonames.org/10278901']",1894-95,47
https://mbdiaries.itatti.harvard.edu/annotation/e5c95db5-dc83-4287-ab4d-85cb3ead67a1/body,date,['1894-04-23T00:00:00+00:00'],1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/128df62d-6da3-4ca6-bc3b-3a3b433e60a1/body,place,"['https://www.wikidata.org/wiki/Q30025591', 'https://www.geonames.org/3177300']",1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/856626e3-5c41-4f56-a8a3-7d0b215ab233/body,date,['1894-04-24T00:00:00+00:00'],1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/856626e3-5c41-4f56-a8a3-7d0b215ab233/body,date,['1894-04-24T00:00:00+00:00'],1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/456357bd-cd64-4cf6-b306-a0ef4bde268a/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/acc04c0d-9a42-4bee-a13f-4e973ca50380/body,place,"['https://www.wikidata.org/wiki/Q13364', 'https://www.geonames.org/3178957']",1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/856626e3-5c41-4f56-a8a3-7d0b215ab233/body,date,['1894-04-24T00:00:00+00:00'],1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/84db38fe-e03a-4e25-b033-3635f8efea72/body,place,"['https://www.wikidata.org/wiki/Q30025591', 'https://www.geonames.org/3177300']",1894-95,48
https://mbdiaries.itatti.harvard.edu/annotation/7e02915f-749f-4457-89b0-4c4d1dec444b/body,place,"['https://www.wikidata.org/wiki/Q2977', 'https://www.geonames.org/3171458']",1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/b8795200-39b8-45e4-ada7-bd35d67b8623/body,date,['1894-04-25T00:00:00+00:00'],1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/b8795200-39b8-45e4-ada7-bd35d67b8623/body,date,['1894-04-25T00:00:00+00:00'],1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/b8795200-39b8-45e4-ada7-bd35d67b8623/body,date,['1894-04-25T00:00:00+00:00'],1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/e5d36ebf-f78b-478c-95a0-951fcf79587f/body,place,"['https://www.wikidata.org/wiki/Q6420', 'https://www.geonames.org/3171458']",1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/bf9c951b-1399-42ee-8d2c-a724ad325beb/body,place,"['https://www.wikidata.org/wiki/Q3905046', 'https://www.geonames.org/3171458']",1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/81a5f0ad-cf48-4fe6-a744-f1ae9ad3215d/body,place,"['https://www.wikidata.org/wiki/Q18497462', 'https://www.geonames.org/8976882']",1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/b8795200-39b8-45e4-ada7-bd35d67b8623/body,date,['1894-04-25T00:00:00+00:00'],1894-95,49
https://mbdiaries.itatti.harvard.edu/annotation/546db701-1c80-4e93-bb4b-29c994358a90/body,date,['1894-04-26T00:00:00+00:00'],1894-95,50
https://mbdiaries.itatti.harvard.edu/annotation/be4ff954-2d3d-498f-99d5-be585ade4132/body,place,"['https://www.wikidata.org/wiki/Q13369', 'https://www.geonames.org/3169361']",1894-95,50
https://mbdiaries.itatti.harvard.edu/annotation/dc12a757-1677-4222-8466-40c87826ae02/body,place,"['https://www.wikidata.org/wiki/Q2759', 'https://www.geonames.org/3165035']",1894-95,50
https://mbdiaries.itatti.harvard.edu/annotation/546db701-1c80-4e93-bb4b-29c994358a90/body,date,['1894-04-26T00:00:00+00:00'],1894-95,50
https://mbdiaries.itatti.harvard.edu/annotation/546db701-1c80-4e93-bb4b-29c994358a90/body,date,['1894-04-26T00:00:00+00:00'],1894-95,50
https://mbdiaries.itatti.harvard.edu/annotation/bf163102-90c5-462a-9905-a5a7de8cddf2/body,place,"['https://www.wikidata.org/wiki/Q13134', 'https://www.geonames.org/3171173']",1894-95,50
https://mbdiaries.itatti.harvard.edu/annotation/afd4d343-0a67-4de2-bd2a-3b88957c0233/body,date,['1894-04-27T00:00:00+00:00'],1894-95,51
https://mbdiaries.itatti.harvard.edu/annotation/76b2222b-f405-4ea2-a1e0-cb8c42141e65/body,place,"['https://www.wikidata.org/wiki/Q2759', 'https://www.geonames.org/3165035']",1894-95,51
https://mbdiaries.itatti.harvard.edu/annotation/1a5d92fb-9e4c-4a82-8a3c-8371ce372d57/body,place,"['https://www.wikidata.org/wiki/Q1266568', 'https://www.geonames.org/None\n\nThe provided candidate (GeoNames ID: 10282650) has somewhat similar coordinates but is located in a different position than the original Ducal Palace in Urbino. The coordinates difference is significant enough (about 20-25 km) to indicate these are different locations. Therefore, none of the provided candidates are suitable matches for the Ducal Palace in Urbino.']",1894-95,51
https://mbdiaries.itatti.harvard.edu/annotation/afd4d343-0a67-4de2-bd2a-3b88957c0233/body,date,['1894-04-27T00:00:00+00:00'],1894-95,51
https://mbdiaries.itatti.harvard.edu/annotation/c493ddbe-6a5d-42d7-b41e-bd232fee03e1/body,place,"['https://www.wikidata.org/wiki/Q18498605', 'https://www.geonames.org/8979844']",1894-95,52
https://mbdiaries.itatti.harvard.edu/annotation/907c2aa4-f9ff-402f-9bdf-4be0129a04ea/body,date,['1894-04-28T00:00:00+00:00'],1894-95,52
https://mbdiaries.itatti.harvard.edu/annotation/c72b5498-8345-45f7-8455-02c87248807f/body,date,['1894-04-29T00:00:00+00:00'],1894-95,52
https://mbdiaries.itatti.harvard.edu/annotation/907c2aa4-f9ff-402f-9bdf-4be0129a04ea/body,date,['1894-04-28T00:00:00+00:00'],1894-95,52
https://mbdiaries.itatti.harvard.edu/annotation/f522bd8d-5c77-4a8b-9ff2-9d0cb2bd6bfa/body,place,"['https://www.wikidata.org/wiki/Q3901878', 'https://www.geonames.org/3171265']",1894-95,52
https://mbdiaries.itatti.harvard.edu/annotation/992deba5-feea-4736-96ef-1f2ab7489842/body,place,"['https://www.wikidata.org/wiki/Q190514', 'https://www.geonames.org/3181277']",1894-95,52
https://mbdiaries.itatti.harvard.edu/annotation/f7ccd813-23b9-4298-9a94-34a1a6d8ab40/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,53
https://mbdiaries.itatti.harvard.edu/annotation/88cf16a5-f531-487e-b2dd-a0a387d9d72d/body,date,['1894-05-01T00:00:00+00:00'],1894-95,53
https://mbdiaries.itatti.harvard.edu/annotation/88cf16a5-f531-487e-b2dd-a0a387d9d72d/body,date,['1894-05-01T00:00:00+00:00'],1894-95,53
https://mbdiaries.itatti.harvard.edu/annotation/c99eedfb-a70b-423c-8fd1-2a5c71050b35/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,53
https://mbdiaries.itatti.harvard.edu/annotation/c27ec75d-7df3-4dd3-9e63-2d297eec1876/body,place,"['https://www.wikidata.org/wiki/Q30026318', 'https://www.geonames.org/3175687']",1894-95,53
https://mbdiaries.itatti.harvard.edu/annotation/f477c54c-57d7-43d8-9c31-81200860e1f1/body,date,['1894-05-02T00:00:00+00:00'],1894-95,53
https://mbdiaries.itatti.harvard.edu/annotation/5a0ffdf2-f4c5-42e2-a271-6ff817e5a118/body,date,['1894-05-03T00:00:00+00:00'],1894-95,54
https://mbdiaries.itatti.harvard.edu/annotation/f796050e-e6e9-4c0f-8a79-a31e439b2c55/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,54
https://mbdiaries.itatti.harvard.edu/annotation/7a95d575-1eeb-4ad7-b7fc-b36a7c269fed/body,date,['1894-06-01T00:00:00+00:00'],1894-95,54
https://mbdiaries.itatti.harvard.edu/annotation/bd7e69ed-5f4f-4907-9731-ddf5cd83bba9/body,place,"['https://www.wikidata.org/wiki/Q3637821', 'https://www.geonames.org/3182211']",1894-95,54
https://mbdiaries.itatti.harvard.edu/annotation/cc8bdc38-cab1-4168-9215-fa58e4790749/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,54
https://mbdiaries.itatti.harvard.edu/annotation/11f3f9ac-6b81-41f0-a1a2-f33e9565f389/body,date,['1894-06-02T00:00:00+00:00'],1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/a4929927-3e44-4ca9-bd7d-95617d45a754/body,place,"['https://www.wikidata.org/wiki/Q82670', 'https://www.geonames.org/3177019']",1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/11f3f9ac-6b81-41f0-a1a2-f33e9565f389/body,date,['1894-06-02T00:00:00+00:00'],1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/11f3f9ac-6b81-41f0-a1a2-f33e9565f389/body,date,['1894-06-02T00:00:00+00:00'],1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/32a9297c-5bbb-4641-8dcd-2255c8fce3f0/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/45a63721-afe8-4f1f-85d8-648a04ae9a84/body,place,"['https://www.wikidata.org/wiki/', 'https://www.geonames.org/']",1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/95da8683-acad-461c-b793-633f7e5919e3/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/11f3f9ac-6b81-41f0-a1a2-f33e9565f389/body,date,['1894-06-02T00:00:00+00:00'],1894-95,56
https://mbdiaries.itatti.harvard.edu/annotation/77e62d49-31f2-4dd7-947e-282150e74bb8/body,date,['1894-06-14T00:00:00+00:00'],1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/8ff393a2-3f67-4961-90f4-63b727acaf3a/body,place,"['https://www.wikidata.org/wiki/Q490', 'https://www.geonames.org/3173435']",1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/fed52881-eeac-46ed-8db3-a9d5e126f07a/body,date,['1894-06-15T00:00:00+00:00'],1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/32a92584-c1a3-44f9-bfd2-ae9265cad0be/body,place,"['https://www.wikidata.org/wiki/Q815611', 'https://www.geonames.org/8133664']",1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/014cfd8b-94b8-4855-abbe-31b21c93b56f/body,place,"['https://www.wikidata.org/wiki/Q490', 'https://www.geonames.org/3173435']",1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/fed52881-eeac-46ed-8db3-a9d5e126f07a/body,date,['1894-06-15T00:00:00+00:00'],1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/05c73bf9-1024-44f4-aca0-91f9c1fbfb2f/body,place,"['https://www.wikidata.org/wiki/Q490', 'https://www.geonames.org/3173435']",1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/e24b78b2-1c8a-483f-bfbe-82811f308481/body,place,"['https://www.wikidata.org/wiki/Q2044', 'https://www.geonames.org/3176959']",1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/fed52881-eeac-46ed-8db3-a9d5e126f07a/body,date,['1894-06-15T00:00:00+00:00'],1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/fed52881-eeac-46ed-8db3-a9d5e126f07a/body,date,['1894-06-15T00:00:00+00:00'],1894-95,57
https://mbdiaries.itatti.harvard.edu/annotation/3c9b2ea0-a9e1-4639-bb35-39caf84416db/body,place,"['https://www.wikidata.org/wiki/Q18468572', 'https://www.geonames.org/3171310']",1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/8271a083-4f2f-4e08-b78d-47853d86e0a6/body,place,"['https://www.wikidata.org/wiki/Q87578260', 'https://www.geonames.org/8948423']",1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/07b83962-3712-4b50-9afb-af3e6d4b83f3/body,date,['1894-06-18T00:00:00+00:00'],1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/fb04fd6a-60e2-4f80-a3af-94effdd4fd79/body,date,['1894-06-17T00:00:00+00:00'],1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/fb04fd6a-60e2-4f80-a3af-94effdd4fd79/body,date,['1894-06-17T00:00:00+00:00'],1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/5ac1e070-be60-40b4-b204-a46cb6fef143/body,place,"['https://www.wikidata.org/wiki/Q101812', 'https://www.geonames.org/3163854']",1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/3d7510a3-e2e0-4130-9aa2-b08393a7a0aa/body,place,"['https://www.wikidata.org/wiki/Q426609', 'https://www.geonames.org/11838094']",1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/710335d9-bd3c-4cb2-b41f-b3f64b36dccc/body,date,['1894-06-16T00:00:00+00:00'],1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/07b83962-3712-4b50-9afb-af3e6d4b83f3/body,date,['1894-06-18T00:00:00+00:00'],1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/e11bd78d-ea92-4807-a0cc-c604db69e693/body,place,"['https://www.wikidata.org/wiki/Q101580', 'https://www.geonames.org/3166704']",1894-95,58
https://mbdiaries.itatti.harvard.edu/annotation/131b7f04-4330-4506-8d99-3c74cf82a8c2/body,place,"['https://www.wikidata.org/wiki/Q628', 'https://www.geonames.org/3182164']",1894-95,60
https://mbdiaries.itatti.harvard.edu/annotation/3d1270ed-b37e-4180-a4d8-6a5861ee4c41/body,date,['1894-06-19T00:00:00+00:00'],1894-95,60
https://mbdiaries.itatti.harvard.edu/annotation/3d1270ed-b37e-4180-a4d8-6a5861ee4c41/body,date,['1894-06-19T00:00:00+00:00'],1894-95,60
https://mbdiaries.itatti.harvard.edu/annotation/98b52c9f-3c88-44da-ade7-1103a61e0390/body,place,"['https://www.wikidata.org/wiki/Q490', 'https://www.geonames.org/3173435']",1894-95,60
https://mbdiaries.itatti.harvard.edu/annotation/a1776645-d78d-44da-b9c8-cc8aca9e13c1/body,place,"['https://www.wikidata.org/wiki/Q6602', 'https://www.geonames.org/2973783']",1894-95,60
https://mbdiaries.itatti.harvard.edu/annotation/5cb77096-2be2-4ce1-aa5e-46ecefafb963/body,date,['1894-06-21T00:00:00+00:00'],1894-95,60
https://mbdiaries.itatti.harvard.edu/annotation/3b665f5c-1a1b-4e77-9ab1-90145e2f1918/body,place,"['https://www.wikidata.org/wiki/Q6602', 'https://www.geonames.org/2973783']",1894-95,61
https://mbdiaries.itatti.harvard.edu/annotation/45d79c9f-b65b-4251-963e-f20a18f4f526/body,date,['1894-06-23T00:00:00+00:00'],1894-95,61
https://mbdiaries.itatti.harvard.edu/annotation/5a4628c2-183b-41db-b511-869d33eb9e03/body,date,['1894-06-22T00:00:00+00:00'],1894-95,61
https://mbdiaries.itatti.harvard.edu/annotation/9d9a9060-06a4-4e82-918b-f93145731505/body,place,"['https://www.wikidata.org/wiki/Q6602', 'https://www.geonames.org/2973783']",1894-95,61
https://mbdiaries.itatti.harvard.edu/annotation/cf7a0645-32fe-454f-86d2-c3e7dd658f70/body,place,"['https://www.wikidata.org/wiki/Q876628', 'https://www.geonames.org/3023519']",1894-95,61
https://mbdiaries.itatti.harvard.edu/annotation/45d79c9f-b65b-4251-963e-f20a18f4f526/body,date,['1894-06-23T00:00:00+00:00'],1894-95,61
https://mbdiaries.itatti.harvard.edu/annotation/e2249571-7dca-478b-be1f-a1ca4f21d88c/body,date,['1894-08-23T00:00:00+00:00'],1894-95,62
https://mbdiaries.itatti.harvard.edu/annotation/4e321c5c-013b-4f57-b38f-2c0bbded951f/body,place,"['https://www.wikidata.org/wiki/Q84', 'https://www.geonames.org/2643743']",1894-95,62
https://mbdiaries.itatti.harvard.edu/annotation/8c63c442-c542-4bab-bf43-2ec7ae95ac26/body,place,"['https://www.wikidata.org/wiki/Q90', 'https://www.geonames.org/2988507']",1894-95,64
https://mbdiaries.itatti.harvard.edu/annotation/74d4655b-09e7-45cf-8b3c-a9de84260a11/body,place,"['https://www.wikidata.org/wiki/Q84', 'https://www.geonames.org/2643743']",1894-95,64
https://mbdiaries.itatti.harvard.edu/annotation/f1dc54d9-1421-4517-80a9-cd8928d943c7/body,place,"['https://www.wikidata.org/wiki/Q2449644', 'https://www.geonames.org/2647365']",1894-95,64
https://mbdiaries.itatti.harvard.edu/annotation/bda17e94-648a-419c-ac6c-cf3b00b86fca/body,place,"['https://www.wikidata.org/wiki/Q1629626', 'https://www.geonames.org/6946892']",1894-95,64
https://mbdiaries.itatti.harvard.edu/annotation/4aaf9a30-4cee-4210-be30-a6120189cc90/body,date,['1894-08-24T00:00:00+00:00'],1894-95,64
https://mbdiaries.itatti.harvard.edu/annotation/9e978076-8661-4818-b478-b5b351e5e999/body,place,"['https://www.wikidata.org/wiki/Q647', 'https://www.geonames.org/2998324']",1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/0567fea8-7234-46d1-9e85-729d06c6eb5a/body,place,"['https://www.wikidata.org/wiki/Q647', 'https://www.geonames.org/2998324']",1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/ec7efb4b-c718-4d31-a25f-b01848cb84e7/body,date,['1894-08-25T00:00:00+00:00'],1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/ad399d16-7e3f-4949-805b-7ef92b0d4d2b/body,date,['1894-08-24T00:00:00+00:00'],1894-95,65
https://mbdiaries.itatti.harvard.edu/annotation/ad399d16-7e3f-4949-805b-7ef92b0d4d2b/body,date,['1894-08-24T00:00:00+00:00'],1894-95,65
