page,value,wikidata_url,geonames_url
160,"Rothes Haus, Trier",https://www.wikidata.org/wiki/Q3445,https://www.geonames.org/2821164
160,Laachersee,https://www.wikidata.org/wiki/Q573641,https://www.geonames.org/2881509
161,Palace ruins,https://www.wikidata.org/wiki/Q1431406,https://www.geonames.org/8299735
161,Trier,https://www.wikidata.org/wiki/Q3138,https://www.geonames.org/2821164
161,Basilica,https://www.wikidata.org/wiki/Q163687,https://www.geonames.org/6691573
161,Museum,https://www.wikidata.org/wiki/Q24699794,https://www.geonames.org/6691574
161,Cathedral,https://www.wikidata.org/wiki/Q2977,https://www.geonames.org/6691569
161,bridge,https://www.wikidata.org/wiki/Q12280,https://www.geonames.org/8299736
161,Liebfrauenkirche,https://www.wikidata.org/wiki/Q530208,https://www.geonames.org/6691571
163,Chartres,https://www.wikidata.org/wiki/Q130272,https://www.geonames.org/3026467
163,"Grand Hotel de Blois, Blois",https://www.wikidata.org/wiki/Q131266,https://www.geonames.org/3031582
163,Orléans,https://www.wikidata.org/wiki/Q6548,https://www.geonames.org/2989317
164,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
164,"Hotel de France, Bourges",https://www.wikidata.org/wiki/Q1264,https://www.geonames.org/3031137
164,Cathedral of Bourges,https://www.wikidata.org/wiki/Q697750,https://www.geonames.org/3031137
165,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
165,rue Royale,https://www.wikidata.org/wiki/Q1027719,https://www.geonames.org/12149181
165,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
165,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
165,"3 rue de Beaune, Paris",https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
165,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
168,S. Gervais,https://www.wikidata.org/wiki/Q1160773,https://www.geonames.org/8504881
168,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
168,Hotel de Ville,https://www.wikidata.org/wiki/Q640968,https://www.geonames.org/6947013
168,St. Denis,https://www.wikidata.org/wiki/Q160506,https://www.geonames.org/2980916
168,St. Denis,https://www.wikidata.org/wiki/Q160506,https://www.geonames.org/2980916
168,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
168,Durand-Ruel's,https://www.wikidata.org/wiki/Q1267468,https://www.geonames.org/11773306
168,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
169,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
169,Hotel de Ville,https://www.wikidata.org/wiki/Q640968,https://www.geonames.org/6947013
169,Notre Dame,https://www.wikidata.org/wiki/Q2981,https://www.geonames.org/6269274
172,Salon Carré,https://www.wikidata.org/wiki/Q3470340,https://www.geonames.org/6455259
172,Cluny,https://www.wikidata.org/wiki/Q192982,https://www.geonames.org/8504622
172,"3 rue de Beaune, Paris",https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
172,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
172,Luxembourg,https://www.wikidata.org/wiki/Q329852,https://www.geonames.org/2960313
174,Beaux Arts,https://www.wikidata.org/wiki/Q273593,https://www.geonames.org/9409632
174,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
174,St. Etienne du Mont,https://www.wikidata.org/wiki/Q1134590,https://www.geonames.org/6696095
174,"3 rue de Beaune, Paris",https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
174,Panthéon,https://www.wikidata.org/wiki/Q82536,https://www.geonames.org/6269532
174,Durand-Ruel's,https://www.wikidata.org/wiki/Q3041646,https://www.geonames.org/3037423
174,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
174,Durand-Ruel's,https://www.wikidata.org/wiki/Q3041646,https://www.geonames.org/3037423
176,Trocadéro,https://www.wikidata.org/wiki/Q28052877,https://www.geonames.org/6269539
176,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
178,"Hotel Morot, Dijon",https://www.wikidata.org/wiki/Q6566,https://www.geonames.org/3021372
178,"Hotel d'Angleterre, Lyon",https://www.wikidata.org/wiki/Q456,https://www.geonames.org/2996944
178,"Hotel d'Angleterre, Lyon",https://www.wikidata.org/wiki/Q456,https://www.geonames.org/2996944
178,"Hotel Crillon, Avignon",https://www.wikidata.org/wiki/Q6566,https://www.geonames.org/3035681
178,"Hotel d'Angleterre, Lyon",https://www.wikidata.org/wiki/Q456,https://www.geonames.org/2996944
179,Villeneuve,https://www.wikidata.org/wiki/Q1346565,https://www.geonames.org/2968545
179,Avignon,https://www.wikidata.org/wiki/Q6397,https://www.geonames.org/3035681
179,Orange,https://www.wikidata.org/wiki/Q187796,https://www.geonames.org/2989950
180,Avignon,https://www.wikidata.org/wiki/Q6397,https://www.geonames.org/3035681
180,"Cheval Blanc, Nîmes",https://www.wikidata.org/wiki/Q6424,https://www.geonames.org/9177619
181,Montpellier,https://www.wikidata.org/wiki/Q6441,https://www.geonames.org/2992166
181,"Hotel de la Paix, Beziers",https://www.wikidata.org/wiki/Q205237,https://www.geonames.org/3033391
182,"Hotel Groc, Cordes",https://www.wikidata.org/wiki/Q867068,https://www.geonames.org/3023190
182,"Hotel Cassagnes, Albi",https://www.wikidata.org/wiki/Q7416,https://www.geonames.org/3038261
182,"Hotel Chaubard, Toulouse",https://www.wikidata.org/wiki/Q7750,https://www.geonames.org/2972315
183,Albi,https://www.wikidata.org/wiki/Q132801,https://www.geonames.org/3038261
183,"Cheval Blanc, Nîmes",https://www.wikidata.org/wiki/Q6973,https://www.geonames.org/9177619
183,Vindrac,https://www.wikidata.org/wiki/Q1390519,https://www.geonames.org/12954638
183,Albi,https://www.wikidata.org/wiki/Q132801,https://www.geonames.org/3038261
183,"Hotel du Forum, Arles",https://www.wikidata.org/wiki/Q48802,https://www.geonames.org/7115296
183,St. Rémy,https://www.wikidata.org/wiki/Q847757,https://www.geonames.org/2977214
184,Aix,https://www.wikidata.org/wiki/Q47465,https://www.geonames.org/3038354
184,Les Baux,https://www.wikidata.org/wiki/Q243663,https://www.geonames.org/3001965
184,"Hotel du Var, St. Maximin",https://www.wikidata.org/wiki/Q1277416,https://www.geonames.org/6498179
184,"Hotel de la Poste, Marseilles",https://www.wikidata.org/wiki/Q23482,https://www.geonames.org/2995469
184,"Maison Dorée, Marseilles",https://www.wikidata.org/wiki/Q23482,https://www.geonames.org/2995469
184,Arles,https://www.wikidata.org/wiki/Q48292,https://www.geonames.org/3036938
185,St. Maximin,https://www.wikidata.org/wiki/Q3450751,https://www.geonames.org/2978100
186,Nettuno,https://www.wikidata.org/wiki/Q243116,https://www.geonames.org/3172287
186,Pisa,https://www.wikidata.org/wiki/Q13375,https://www.geonames.org/3170647
186,Roma,https://www.wikidata.org/wiki/Q220,https://www.geonames.org/3169070
186,Savona,https://www.wikidata.org/wiki/Q13320,https://www.geonames.org/3167022
186,Savona,https://www.wikidata.org/wiki/Q13320,https://www.geonames.org/3167022
188,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q3746046,https://www.geonames.org/3176732
188,station,https://www.wikidata.org/wiki/Q55488,https://www.geonames.org/3176959
189,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
190,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
192,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176732
194,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
194,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q35876,https://www.geonames.org/3176722
194,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
197,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
200,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q3745,https://www.geonames.org/3176722
207,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
207,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176732
207,Academy,https://www.wikidata.org/wiki/Q162633,https://www.geonames.org/3176959
208,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
211,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
216,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
217,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
219,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
219,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
221,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
222,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
