when,where,who
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,https://mbdiaries.itatti.harvard.edu/annotation/d506ced1-3ab3-4132-b1a8-2c70d0ed574b/body,39_event_w9x0y1z2-a3b4-c5d6-e7f8-g9h0i1j2k3l4.trig
https://mbdiaries.itatti.harvard.edu/annotation/069f6ce3-dcf2-4dc3-bb00-de824eaf56a0/body,https://mbdiaries.itatti.harvard.edu/annotation/d9453c34-01af-4ff9-b974-5e0f4cbef8a5/body,103_event_d6f0d9f2-f6c4-4f8f-9d9e-f8d6d9f2f6c4.trig
https://mbdiaries.itatti.harvard.edu/annotation/e5c3c2f2-55ee-4e11-be7c-6fecbdbcc697/body,https://mbdiaries.itatti.harvard.edu/annotation/d06767db-e6f8-4c18-a770-ed6ed292909e/body,112_event_e7b2a0c7-f9d4-4f9f-9f2b-2d9f3e6c8d5a.trig
https://mbdiaries.itatti.harvard.edu/annotation/5ae8addf-02ac-4f91-b1fc-c87c7488383a/body,https://mbdiaries.itatti.harvard.edu/annotation/b8e9879d-31c8-4d01-acce-71dab0e99287/body,194_event_a8d7f3b1-f6c9-4d3f-9f7a-0d9f6c8d1d3a.trig
https://mbdiaries.itatti.harvard.edu/annotation/5257c410-3744-4aeb-bd50-dcfa5eba1192/body,https://mbdiaries.itatti.harvard.edu/annotation/e6d6d803-808e-4729-8162-fc1c4e5dbcd0/body,11_event_f8e1d4b2-9c77-4d38-b8d9-68f7c3e2ea13.trig
https://mbdiaries.itatti.harvard.edu/annotation/8e8e8ed3-f8e4-4458-91c5-682c76aedf1c/body,https://mbdiaries.itatti.harvard.edu/annotation/6e67f6be-da30-4efc-ae3d-e858f6b43a75/body,160_event_e4d8f7b4-f2c1-4c2f-9f4c-b9b8d9f9d7d3.trig
https://mbdiaries.itatti.harvard.edu/annotation/None/body,https://mbdiaries.itatti.harvard.edu/annotation/88b121d6-2822-42c1-a689-b7f9bd66a644/body,42_event_4e596545-5662-4190-8e10-3870aee5e6c8.trig
https://mbdiaries.itatti.harvard.edu/annotation/5d1951ea-cf1b-4730-90d3-de6583fa3b1b/body,https://mbdiaries.itatti.harvard.edu/annotation/a8c70036-0e87-446e-83a9-6de58c00c2f8/body,113_event_4f9ed2f1-9d6f-f5f3-d2f1-f9c6d8d9d2f1.trig
https://mbdiaries.itatti.harvard.edu/annotation/f2e9d925-2ffa-4c76-bf5a-81949e59c6c9/body,https://mbdiaries.itatti.harvard.edu/annotation/ed0b4075-a935-4724-bcc3-f344531a716c/body,13_event_f6f6d9f6-9d4b-4c4f-9f7c-b0b5f4c8d9d8.trig
https://mbdiaries.itatti.harvard.edu/annotation/f06c942a-1115-4b15-bb14-d04a01a8c711/body,https://mbdiaries.itatti.harvard.edu/annotation/44f9e8bb-2afb-4746-ae0a-40ec14d12f84/body,35_event_c8f6d7e2-f5c9-4d9a-9f7a-b8d6d9d6d9d6.trig
https://mbdiaries.itatti.harvard.edu/annotation/84d61951-274a-4eca-b214-bb5a9e9a2a86/body,https://mbdiaries.itatti.harvard.edu/annotation/52b40308-85c1-4a6f-9fdb-8f6753f891fc/body,29_event_e4b5d9c7-f2f1-4c9e-9f4a-a8f6a9d4d5c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/None/body,https://mbdiaries.itatti.harvard.edu/annotation/f0e50957-db40-404b-a795-11cfecda9b40/body,183_event_d9d8f7d5-f9c9-4d9f-9c7f-a0d2d9f7c9a7.trig
https://mbdiaries.itatti.harvard.edu/annotation/None/body,https://mbdiaries.itatti.harvard.edu/annotation/69316787-9568-40f2-8749-906e8f0ba18d/body,150_event_d7f9d7d7-f9d6-4d9f-9d9f-d8f5d6f7c2c4.trig
https://mbdiaries.itatti.harvard.edu/annotation/5257c410-3744-4aeb-bd50-dcfa5eba1192/body,https://mbdiaries.itatti.harvard.edu/annotation/eb2a064b-7174-4adf-8e1b-e4b330dacf7b/body,11_event_3e7a7f1a-5d8f-4d9f-9f7d-2c2c5b6a6d7b.trig
https://mbdiaries.itatti.harvard.edu/annotation/c99967ad-b1cc-4254-a72d-26fd24e7e8f8/body,https://mbdiaries.itatti.harvard.edu/annotation/f64f4ece-f551-47e5-910b-5958565722cd/body,174_event_f6f9d9d9-d8d4-4d9f-9d9d-f6f9b9f6b9f6.trig
https://mbdiaries.itatti.harvard.edu/annotation/812f5bb9-ae09-4cce-8b2f-0c605b4035d9/body,https://mbdiaries.itatti.harvard.edu/annotation/861f3884-e395-4144-947c-32b5a3cd0eb7/body,159_event_d8d4f9b0-f3f6-4c6d-9d4e-f7d6a3b9d7c2.trig
https://mbdiaries.itatti.harvard.edu/annotation/75f0b9f3-7ee7-4a66-9fd7-28ba4d5124f6/body,https://mbdiaries.itatti.harvard.edu/annotation/7fbb1ba9-29af-4a81-b00a-5c235ed9ac8e/body,219_event_3c8d5a8e-f8f7-4a39-9c9e-2a0a6c2c7d7b.trig
https://mbdiaries.itatti.harvard.edu/annotation/e969d28a-0f14-4136-8be5-a927ece79dee/body,https://mbdiaries.itatti.harvard.edu/annotation/7b46278a-df89-47db-b1b0-20206a42e8aa/body,24_event_f8b3e5cd-9a40-4aed-b2d4-5f6d6c9d1a8.trig
https://mbdiaries.itatti.harvard.edu/annotation/b773dd33-a3d6-445e-8347-a7c800672969/body,https://mbdiaries.itatti.harvard.edu/annotation/None/body,118_event_a7f6b9c8-d6f4-4af7-9f7a-f8d3f1e2c456.trig
https://mbdiaries.itatti.harvard.edu/annotation/afd4d343-0a67-4de2-bd2a-3b88957c0233/body,https://mbdiaries.itatti.harvard.edu/annotation/1a5d92fb-9e4c-4a82-8a3c-8371ce372d57/body,51_event_8f0d3e6a-9a7d-4f0c-b9d5-b0f8d6d1d1c7.trig
https://mbdiaries.itatti.harvard.edu/annotation/5257c410-3744-4aeb-bd50-dcfa5eba1192/body,https://mbdiaries.itatti.harvard.edu/annotation/d27a19e3-271a-4b53-bdfa-28b6c5f2159a/body,11_event_2b0a35e4-9d1b-4a6c-9f56-cde9b8f7d8c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/b3255835-f8f9-4608-9ec5-f09bd38dbcfb/body,https://mbdiaries.itatti.harvard.edu/annotation/49534803-c5c8-486d-8a98-13bf41bff6b2/body,161_event_9f2dab2b-9a9d-9e9e-7d4c-6919-4c389f2d.trig
https://mbdiaries.itatti.harvard.edu/annotation/97bb4003-ea3a-4143-bcea-0202d4fd654d/body,https://mbdiaries.itatti.harvard.edu/annotation/edb29235-14d8-43c6-be75-6afca3657f91/body,67_event_f6f6d9f6-9d5d-4a7a-9f9f-a3f2c0e5d7c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/31932f6e-7c51-42f1-82d0-0c09591a0b59/body,https://mbdiaries.itatti.harvard.edu/annotation/d06767db-e6f8-4c18-a770-ed6ed292909e/body,112_event_f8d5e7a2-a6e7-4d8f-b3f4-0a9f7c2d1e3c.trig
https://mbdiaries.itatti.harvard.edu/annotation/8d5f60a2-77a2-46dd-bb48-8deb3cee6968/body,https://mbdiaries.itatti.harvard.edu/annotation/1cc078d8-1688-469c-bad3-0014720a19a3/body,14_event_d7c4d9f7-f9d5-4d9f-b7d4-8f6c1e9d7c4d.trig
https://mbdiaries.itatti.harvard.edu/annotation/78c27179-54fd-4c6d-8b3e-ece5308decc4/body,https://mbdiaries.itatti.harvard.edu/annotation/34907d36-f12c-47ac-a16b-feaff1863c2e/body,179_event_d90eb7f5-8c2f-4dd6-b915-e9ed7f70cd12.trig
https://mbdiaries.itatti.harvard.edu/annotation/11f3f9ac-6b81-41f0-a1a2-f33e9565f389/body,https://mbdiaries.itatti.harvard.edu/annotation/32a9297c-5bbb-4641-8dcd-2255c8fce3f0/body,56_event_e1d3f9e0-5b6b-4d41-8dcd-2255c8fce3f0.trig
https://mbdiaries.itatti.harvard.edu/annotation/b20d9532-b895-44e2-b113-d8670019525d/body,https://mbdiaries.itatti.harvard.edu/annotation/9698d06a-895f-4954-bd2d-109b2905f808/body,176_event_e6d7f8a0-f8c4-4d9f-9f9d-d5f5f3b8d7e3.trig
https://mbdiaries.itatti.harvard.edu/annotation/ced360b4-908e-4f69-af72-c0de539c4cd6/body,https://mbdiaries.itatti.harvard.edu/annotation/422ec7ad-4f03-4872-9027-4b52dda64811/body,150_event_f9d7d7d7-f9d6-4d9f-9d9f-d8f5d6f7c2c4.trig
https://mbdiaries.itatti.harvard.edu/annotation/be4bf028-90ae-4656-8bd5-0d7333ca3996/body,https://mbdiaries.itatti.harvard.edu/annotation/88a8e5ec-db4d-498a-86fb-44a05a7a44cc/body,182_event_f9d6d9d4-f9d6-4d9f-9f4f-d8f9d9d4f9d6.trig
https://mbdiaries.itatti.harvard.edu/annotation/69499c98-77f4-4650-9195-afad7537703c/body,https://mbdiaries.itatti.harvard.edu/annotation/9ba63235-a617-483d-8dc5-0fe4a8e1dc39/body,82_event_e7d7d7d7-d7d7-d7d7-d7d7-d7d7d7d7d7d7.trig
https://mbdiaries.itatti.harvard.edu/annotation/e2249571-7dca-478b-be1f-a1ca4f21d88c/body,https://mbdiaries.itatti.harvard.edu/annotation/4e321c5c-013b-4f57-b38f-2c0bbded951f/body,62_event_d7a6f8c2-9d5f-4c9f-9f9d-e6d6d4c8d9a7.trig
https://mbdiaries.itatti.harvard.edu/annotation/fb04fd6a-60e2-4f80-a3af-94effdd4fd79/body,https://mbdiaries.itatti.harvard.edu/annotation/5ac1e070-be60-40b4-b204-a46cb6fef143/body,58_event_4e7c7d3d-8f1a-4a19-a19a-19a19a19a19a.trig
https://mbdiaries.itatti.harvard.edu/annotation/eda8dc83-3643-4a56-a2e5-0d1266de5169/body,https://mbdiaries.itatti.harvard.edu/annotation/2a6ba9be-e2bd-4bf7-b574-c09cdd561cc9/body,208_event_d7a7d9f2-9d5f-4d7f-9f9a-e5f5c3b8d9a6.trig
https://mbdiaries.itatti.harvard.edu/annotation/ef8201df-af8e-47f3-b617-bab8137bc0ba/body,https://mbdiaries.itatti.harvard.edu/annotation/c24ce905-a857-40aa-9602-f2d17a7d104d/body,74_event_e0e0e0e0-e0e0-4e0e-be0e-e0e0e0e0e0e0.trig
https://mbdiaries.itatti.harvard.edu/annotation/148ce615-ef56-4b46-8294-18aed5286fff/body,https://mbdiaries.itatti.harvard.edu/annotation/3a947aff-aa5c-46f5-966c-733c40ec91d2/body,42_event_3d481167-68a1-478a-8f26-afee5ad01d9c.trig
https://mbdiaries.itatti.harvard.edu/annotation/9b715354-0d5c-4950-bfed-5429dccc3a7f/body,https://mbdiaries.itatti.harvard.edu/annotation/b0eaf035-6050-4470-bf7e-a84fb44803dc/body,168_event_g3h4i5j6-k7l8-m9n0-o1p2-q3r4s5t6u7v8.trig
https://mbdiaries.itatti.harvard.edu/annotation/94701e74-6f8e-4c66-b5d7-f7d7b4173412/body,https://mbdiaries.itatti.harvard.edu/annotation/d7d5dad3-8960-4ec9-a013-481180a563f9/body,20_event_d8f7a0f9-d4d9-4d9f-9c9f-c9d6d8f7a0f9.trig
https://mbdiaries.itatti.harvard.edu/annotation/adbe5f27-aba3-4cb4-bbc7-b93213df959e/body,https://mbdiaries.itatti.harvard.edu/annotation/72cd3a26-023e-480f-b3a6-020265ca9ac6/body,221_event_e7b3d9e5-9c0a-4a1a-9a9a-1f3f64c9d6f6.trig
https://mbdiaries.itatti.harvard.edu/annotation/d9a030df-28e0-436a-bfa2-8cdbfe1506f2/body,https://mbdiaries.itatti.harvard.edu/annotation/70ef31c5-200a-4667-b795-4e740c427682/body,92_event_e4a7f9d0-f2d4-4f9f-9c9f-a8f4a5d6d5c5.trig
https://mbdiaries.itatti.harvard.edu/annotation/57c1caff-a6ac-4329-9be4-591adf3cce60/body,https://mbdiaries.itatti.harvard.edu/annotation/6c63a8f8-3ac8-4332-a3aa-bb8c7d242b24/body,184_event_d2f6e8d3-c1b6-a0f9-4d6e-8d7a4f8fb9d2.trig
https://mbdiaries.itatti.harvard.edu/annotation/148ce615-ef56-4b46-8294-18aed5286fff/body,https://mbdiaries.itatti.harvard.edu/annotation/47b53cf1-d196-4749-820c-d29d003a101a/body,42_event_2e9d3e76-bdc2-4ada-8e60-5df3d9aa4e9e.trig
https://mbdiaries.itatti.harvard.edu/annotation/55470b47-8160-4bf6-a204-27509adf206d/body,https://mbdiaries.itatti.harvard.edu/annotation/f91127a6-7a13-4d3e-9b27-18bbf71a8fb9/body,174_event_e4f0f1b8-dc05-4ca6-9d9a-0c9c9b0d9b0d.trig
https://mbdiaries.itatti.harvard.edu/annotation/87e7c745-5709-451e-8c92-063a0d86a4db/body,https://mbdiaries.itatti.harvard.edu/annotation/31d1022c-0a4f-4799-a7b3-463b39297c08/body,43_event_d8d7bfa0-f114-4a6f-9d6f-3c8e2f1e8a3b.trig
https://mbdiaries.itatti.harvard.edu/annotation/96d7cb8e-dc5e-4d77-8d60-2981318fb4ca/body,https://mbdiaries.itatti.harvard.edu/annotation/ce0ae1be-7a69-4e93-8b31-53990568b664/body,71_event_26f7d8c2-f9f9-4d4f-9d9f-a6f5c7f4d7f9.trig
https://mbdiaries.itatti.harvard.edu/annotation/45d79c9f-b65b-4251-963e-f20a18f4f526/body,https://mbdiaries.itatti.harvard.edu/annotation/cf7a0645-32fe-454f-86d2-c3e7dd658f70/body,61_event_13572468-2468-8642-2468-135792468135.trig
https://mbdiaries.itatti.harvard.edu/annotation/0091ca96-8c85-48e5-b0c9-d8dadb862245/body,https://mbdiaries.itatti.harvard.edu/annotation/f68393e7-61e5-4df4-93e9-f4a883944b4e/body,121_event_2b4f1d16-883d-4aa6-8c8d-309ea7b45524.trig
https://mbdiaries.itatti.harvard.edu/annotation/3fb0bc7e-d08c-4972-a0f3-401be8c5715c/body,https://mbdiaries.itatti.harvard.edu/annotation/985affe6-caf4-4500-be66-14d4a8ec5db5/body,24_event_d8d7a024-f2d3-4e3f-9f4a-1f0ad6c9d1a6.trig
https://mbdiaries.itatti.harvard.edu/annotation/b3255835-f8f9-4608-9ec5-f09bd38dbcfb/body,https://mbdiaries.itatti.harvard.edu/annotation/8715cd24-6574-4add-9ba2-10a6bf2af1de/body,161_event_f8e7d4c6-9919-4c38-9f2d-ab2b9a9d9e9e.trig
https://mbdiaries.itatti.harvard.edu/annotation/229321f4-c492-44be-b62a-27536ec627e5/body,https://mbdiaries.itatti.harvard.edu/annotation/6cb251ae-4ea0-44f3-b4d2-4fba76ea0dd3/body,79_event_e7e7e7e7-e7e7-e7e7-e7e7-e7e7e7e7e7e7.trig
https://mbdiaries.itatti.harvard.edu/annotation/6be2a946-1e55-4080-93f8-7200b6903ea5/body,https://mbdiaries.itatti.harvard.edu/annotation/1a488d7f-ca38-407e-a42b-f2d15e4dfade/body,33_event_d8d9d7c6-f8c8-4f9e-9d9f-f6d3b6b4d9a4.trig
https://mbdiaries.itatti.harvard.edu/annotation/78c27179-54fd-4c6d-8b3e-ece5308decc4/body,https://mbdiaries.itatti.harvard.edu/annotation/b14870d4-848f-4204-b4fe-e3db366c7965/body,179_event_e4a96b7d-f64a-4d1f-9f7a-0f0a3c2b1234.trig
https://mbdiaries.itatti.harvard.edu/annotation/e90f2d71-72ad-4ccf-b277-63c77ecf863e/body,https://mbdiaries.itatti.harvard.edu/annotation/a7e66d82-7a49-48a9-a5e7-1120644f7793/body,106_event_e4b23f8d-6566-4d31-b6e1-94f9c3c01abc.trig
https://mbdiaries.itatti.harvard.edu/annotation/939aa3a3-6f7b-4075-975b-be3de88976e4/body,https://mbdiaries.itatti.harvard.edu/annotation/a0311d8b-3381-448d-9672-cee7d8184c5b/body,108_event_e4b9c817-9e1d-4d9f-9f9d-e5a9d7e0d6d3.trig
https://mbdiaries.itatti.harvard.edu/annotation/8bf56ce5-0858-41c1-aa2a-76a0742a8b58/body,https://mbdiaries.itatti.harvard.edu/annotation/4896433e-7a42-4217-9cec-a6cba29cf294/body,172_event_e7b7d9f2-f9d6-4f9f-9d9f-5d6f5f9d9d9d.trig
https://mbdiaries.itatti.harvard.edu/annotation/2f505cbb-d158-4b85-ba68-6628774af0ee/body,https://mbdiaries.itatti.harvard.edu/annotation/f895a755-d8f9-49ad-8e2d-3c70cc4c79bd/body,28_event_3c59dc04-8d93-11e3-aef1-2401f1d8bfc9.trig
https://mbdiaries.itatti.harvard.edu/annotation/b52b54a5-6f23-4dd7-817c-895628d17735/body,https://mbdiaries.itatti.harvard.edu/annotation/959c7c4e-fbd2-4b34-bd28-2ee6efce7595/body,92_event_d5f5f9a0-f7d2-4f4f-9f9c-a8f4a5d6d5c5.trig
https://mbdiaries.itatti.harvard.edu/annotation/16d465ee-ef06-40a1-8e50-99e3f8becdda/body,https://mbdiaries.itatti.harvard.edu/annotation/116547f5-a158-468c-905e-611fcb268bd6/body,117_event_e7b6d7a1-f9d4-4f1e-9f5d-c6a0d5f0d7c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/30d8e7b9-53ef-4199-b730-319e689272c1/body,https://mbdiaries.itatti.harvard.edu/annotation/335c6a9a-89a6-4238-a18e-69701af491b7/body,165_event_f7a24d6c-8a7d-1d5b-d8c8-f7a2b6d8d3b4.trig
https://mbdiaries.itatti.harvard.edu/annotation/c3a53ea9-3185-4daf-b01c-3ec71050cdfd/body,https://mbdiaries.itatti.harvard.edu/annotation/3e8cfc52-d2a0-434c-ae25-7b5b48d506ec/body,39_event_m5n6o7p8-q9r0-s1t2-u3v4-w5x6y7z8a9b0.trig
https://mbdiaries.itatti.harvard.edu/annotation/172d873d-e04b-4aaf-89d4-2aab24927b22/body,https://mbdiaries.itatti.harvard.edu/annotation/6cb251ae-4ea0-44f3-b4d2-4fba76ea0dd3/body,79_event_1a1a1a1a-1a1a-1a1a-1a1a-1a1a1a1a1a1a.trig
https://mbdiaries.itatti.harvard.edu/annotation/dd73ced2-7c79-4a3f-9766-3c64fffa5e79/body,https://mbdiaries.itatti.harvard.edu/annotation/9c74e9df-5ec8-40f0-984c-41be1ff6c675/body,165_event_a0f9d2d4-9d9f-4c9f-b7d4-b6d8d3b4e5c6.trig
https://mbdiaries.itatti.harvard.edu/annotation/55e92e80-fda2-42da-9007-0b64ed57314b/body,https://mbdiaries.itatti.harvard.edu/annotation/None/body,78_event_55e92e80-fda2-42da-9007-0b64ed57314b.trig
https://mbdiaries.itatti.harvard.edu/annotation/4af58ff3-d3dd-4223-a8d3-9d0b6d22700f/body,https://mbdiaries.itatti.harvard.edu/annotation/2c1e9a2a-cc64-4605-8f96-80ae8cbf4c7f/body,133_event_e4a9d7a5-f6c9-4d9f-9f7f-a8d6d5d9d5c7.trig
https://mbdiaries.itatti.harvard.edu/annotation/0340c085-109d-4734-aec3-e1893c915c72/body,https://mbdiaries.itatti.harvard.edu/annotation/e540b068-2c4d-4f28-9819-93488736c9b2/body,110_event_d7a6f7d0-f9c4-4f9f-9d9f-a8d6d9f6d6f6.trig
https://mbdiaries.itatti.harvard.edu/annotation/fab1c5e2-53a1-4425-a993-2d3769418847/body,https://mbdiaries.itatti.harvard.edu/annotation/a7d7f4f9-7935-42e9-acf3-6fe6681ef43d/body,192_event_3e7a7f1a-5d8d-4d0b-9c7e-2d3f8a9d1d3b.trig
https://mbdiaries.itatti.harvard.edu/annotation/b8795200-39b8-45e4-ada7-bd35d67b8623/body,https://mbdiaries.itatti.harvard.edu/annotation/bf9c951b-1399-42ee-8d2c-a724ad325beb/body,49_event_34567890-cdef-3456-f002-789012345678.trig
https://mbdiaries.itatti.harvard.edu/annotation/138dc842-dd37-4c04-9ff5-a39f021c420f/body,https://mbdiaries.itatti.harvard.edu/annotation/f7eb82d9-5ede-4675-b92d-dcc4ef6bfbe3/body,71_event_36f7d8c2-f9f9-4d4f-9d9f-a6f5c7f4d7f9.trig
https://mbdiaries.itatti.harvard.edu/annotation/6d4f4570-ef7b-495d-9615-c7280f05c716/body,https://mbdiaries.itatti.harvard.edu/annotation/b78e565f-adf3-4d88-b1b7-8c10bfc39784/body,186_event_e7d9d7a0-f9d4-4f9f-9f5d-c0f6d3f8f5c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/0bf707ee-ff40-46b3-a4e8-5e15a4f9efd8/body,https://mbdiaries.itatti.harvard.edu/annotation/28471772-c680-49eb-b8c1-c5fa4a7821e3/body,93_event_d8d4f8b0-f9d4-4f9f-9d3f-d8f4b9f9f9d4.trig
https://mbdiaries.itatti.harvard.edu/annotation/029cb44a-6c8c-4489-9eb0-ef8f705421cc/body,https://mbdiaries.itatti.harvard.edu/annotation/8a95204b-777a-40c1-a427-d9a0fa82ecc4/body,79_event_d8d6f8c7-9d9f-4d9f-9f9f-d8d6f8c79d9f.trig
https://mbdiaries.itatti.harvard.edu/annotation/5df27117-c348-4718-8942-0072b05807fb/body,https://mbdiaries.itatti.harvard.edu/annotation/d06767db-e6f8-4c18-a770-ed6ed292909e/body,112_event_a3d2c7e9-f94a-4d1f-9f7b-f8e3dc1e7d5a.trig
https://mbdiaries.itatti.harvard.edu/annotation/b397b8fc-9d77-4c0e-950b-16d5894c4f4c/body,https://mbdiaries.itatti.harvard.edu/annotation/86297f18-ca75-4c46-bc0e-becb822d2dba/body,138_event_a1e4b9d7-f8d4-4f9f-9f7d-c8f2b9f6d9c2.trig
https://mbdiaries.itatti.harvard.edu/annotation/b8795200-39b8-45e4-ada7-bd35d67b8623/body,https://mbdiaries.itatti.harvard.edu/annotation/81a5f0ad-cf48-4fe6-a744-f1ae9ad3215d/body,49_event_45678901-defg-4567-f003-890123456789.trig
https://mbdiaries.itatti.harvard.edu/annotation/e90f2d71-72ad-4ccf-b277-63c77ecf863e/body,https://mbdiaries.itatti.harvard.edu/annotation/7ecc5192-f288-4f80-87c1-f66056b806bf/body,106_event_d8c7e7a1-f9c8-4f9a-9f7d-5a6d9e8d1234.trig
https://mbdiaries.itatti.harvard.edu/annotation/52565187-8683-49fa-bb61-ee70d37a00a6/body,https://mbdiaries.itatti.harvard.edu/annotation/a5d37a11-3275-4c2d-b60c-0fb263f79e56/body,67_event_ebebdbeb-9d5d-4a7a-9f9f-a3f2c0e5d7c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/1b098968-6ab0-44a3-8cb1-e397ce174f80/body,https://mbdiaries.itatti.harvard.edu/annotation/2572f08c-2e64-4aee-9b6e-6e3aa19fcd47/body,146_event_3c8d1a0a-f8f4-4c37-9d8b-6fe7b1b0b5a4.trig
https://mbdiaries.itatti.harvard.edu/annotation/b8afeb39-e299-422f-9246-0aa14d0d90dd/body,https://mbdiaries.itatti.harvard.edu/annotation/23d9b279-318d-42c6-ac70-979a876ce134/body,207_event_3e7a7f1a-5a9a-4d8b-9d0e-2f7cd5f3e6a1.trig
https://mbdiaries.itatti.harvard.edu/annotation/fce7fc9f-b440-4f83-821f-aea133d12e7f/body,https://mbdiaries.itatti.harvard.edu/annotation/6f8d8603-a688-4576-b72c-ce18d8b10ea3/body,44_event_e4a7f7d3-f2f8-4d1f-9c9f-d8f6c5b9d5c4.trig
https://mbdiaries.itatti.harvard.edu/annotation/77e62d49-31f2-4dd7-947e-282150e74bb8/body,https://mbdiaries.itatti.harvard.edu/annotation/8ff393a2-3f67-4961-90f4-63b727acaf3a/body,57_event_e4b5d7a3-f9d6-4d9f-9f9d-d8f5c9f2d6c4.trig
https://mbdiaries.itatti.harvard.edu/annotation/238db49c-367a-4e19-bad5-32521d01dce8/body,https://mbdiaries.itatti.harvard.edu/annotation/8db60b6d-c829-40a1-80f0-b9ada2b3d855/body,217_event_e4a7b8d6-f2f6-4c9f-9f9d-5d8f3a6d7d3a.trig
https://mbdiaries.itatti.harvard.edu/annotation/c1fc0b7f-cab1-437a-9469-169cbedddeb5/body,https://mbdiaries.itatti.harvard.edu/annotation/c1d7fde3-cb1f-41a1-853c-27b37f630779/body,154_event_12345678-1234-5678-1234-567812345678.trig
https://mbdiaries.itatti.harvard.edu/annotation/78c27179-54fd-4c6d-8b3e-ece5308decc4/body,https://mbdiaries.itatti.harvard.edu/annotation/2eab1474-f1ab-45d5-9dc7-fb5bc4aa9851/body,179_event_f8e5702c-e63b-4e22-a238-7f9c9d1d2e45.trig
https://mbdiaries.itatti.harvard.edu/annotation/9fd76a9a-82cf-4e16-9e30-a68f49fa5948/body,https://mbdiaries.itatti.harvard.edu/annotation/58d332cf-183d-4f8c-ba91-67d3eb6ec334/body,133_event_2b7c8f8a-6a2c-4c89-b5d4-f3c0d1d1d1d1.trig
https://mbdiaries.itatti.harvard.edu/annotation/fed52881-eeac-46ed-8db3-a9d5e126f07a/body,https://mbdiaries.itatti.harvard.edu/annotation/32a92584-c1a3-44f9-bfd2-ae9265cad0be/body,57_event_d6c4f8d9-d7e3-9d6f-4f9d-9d9fd8f5c9f2.trig
https://mbdiaries.itatti.harvard.edu/annotation/847addf8-20aa-4f6c-b495-99cec4de6f37/body,https://mbdiaries.itatti.harvard.edu/annotation/eaef4015-7042-418a-ac09-83142b94c1ed/body,116_event_d5b8d6b7-f9c4-4d9f-9c9e-e8f6a6f0d9c1.trig
https://mbdiaries.itatti.harvard.edu/annotation/1cc7d5e6-fd6f-42c2-96c6-d3e95edaf05a/body,https://mbdiaries.itatti.harvard.edu/annotation/463bfbec-cafd-4b74-afbf-4d92f4c49b44/body,85_event_4e8b7ba1-0619-4b1a-9b1a-0619b1a0619b.trig
https://mbdiaries.itatti.harvard.edu/annotation/30d8e7b9-53ef-4199-b730-319e689272c1/body,https://mbdiaries.itatti.harvard.edu/annotation/237bae5c-fa2a-48a4-a491-042a4c5f4b5c/body,165_event_e5c64d6c-8a7d-1d5b-d8c8-f7a2b6d8d3b4.trig
https://mbdiaries.itatti.harvard.edu/annotation/8bf56ce5-0858-41c1-aa2a-76a0742a8b58/body,https://mbdiaries.itatti.harvard.edu/annotation/961ea000-ca6e-4d88-84b1-e7b5260ce46d/body,172_event_d7a7d9f2-f9d6-4f9f-9d9f-5d6f5f9d9d9d.trig
https://mbdiaries.itatti.harvard.edu/annotation/e124b8c0-4d77-4dc3-9070-8e58ccec405f/body,https://mbdiaries.itatti.harvard.edu/annotation//body,94_event_f7d8f7a4-9d3b-4f9a-9d7d-2c53f9a6d1e4.trig
https://mbdiaries.itatti.harvard.edu/annotation/3d1270ed-b37e-4180-a4d8-6a5861ee4c41/body,https://mbdiaries.itatti.harvard.edu/annotation/98b52c9f-3c88-44da-ade7-1103a61e0390/body,60_event_f7d9d7e2-4d9f-4f7d-9d7d-d9d9d9d9d9d9.trig
https://mbdiaries.itatti.harvard.edu/annotation/5f6fc89a-8666-419a-ba63-21c9b700f476/body,https://mbdiaries.itatti.harvard.edu/annotation/a62fa5b7-8ea2-44e0-b3c2-e997a2310698/body,186_event_d7f6f5c3-d6f9-4f9f-9f5d-c0f6d3f8f5c3.trig
https://mbdiaries.itatti.harvard.edu/annotation/fed52881-eeac-46ed-8db3-a9d5e126f07a/body,https://mbdiaries.itatti.harvard.edu/annotation/014cfd8b-94b8-4855-abbe-31b21c93b56f/body,57_event_d7e39d6f-4f9d-9d9f-d8f5-c9f2d6c4f8d9.trig
https://mbdiaries.itatti.harvard.edu/annotation/121c57fd-d5b8-479c-8e3f-3b2599ecbf30/body,https://mbdiaries.itatti.harvard.edu/annotation/58700683-4a42-4ed0-b175-a4d4ad2a78d9/body,46_event_e0d04e6d-9d9a-4c5e-9f7d-2c6c8e9f7a1b.trig
https://mbdiaries.itatti.harvard.edu/annotation/8e8e8ed3-f8e4-4458-91c5-682c76aedf1c/body,https://mbdiaries.itatti.harvard.edu/annotation/abbe6593-f7e9-489b-a6a6-896fb3e60b63/body,160_event_c9c9c9c9-c9c9-c9c9-c9c9-c9c9c9c9c9c9.trig
